site_ID;biological_control;birdwatching;ecosystem_engineering;food;pest_control;pollination;seed_dispersal;seed_predation;Total_high
4675;0;1;1;0;1;0;0;0;3
4676;0;1;1;0;1;0;0;0;3
4677;0;1;1;0;1;0;0;0;3
4678;0;1;1;0;1;0;0;0;3
4679;0;1;1;0;1;0;0;0;3
4680;0;1;0;1;1;0;1;1;5
4681;0;1;0;1;1;0;1;1;5
4682;0;1;1;1;1;0;1;1;6
4683;0;1;1;0;1;0;1;0;4
4684;0;1;1;0;1;0;0;0;3
4685;0;0;0;0;0;0;0;0;0
4686;0;1;0;1;0;0;0;1;3
4687;0;1;1;1;1;0;1;0;5
4688;0;1;1;1;1;0;1;1;6
4689;0;1;1;0;1;0;0;0;3
4690;0;1;1;1;1;0;1;1;6
4691;0;1;1;1;1;0;1;0;5
4692;0;1;1;0;1;0;1;0;4
4693;0;1;0;1;1;0;1;1;5
4694;0;1;0;1;1;0;1;1;5
4695;0;1;0;1;1;0;0;1;4
4696;0;1;1;0;1;0;1;0;4
4697;0;1;1;1;1;0;1;1;6
4698;0;1;1;1;1;0;1;1;6
4699;0;1;1;1;1;0;1;1;6
4700;0;1;1;1;1;0;1;1;6
4701;0;1;0;0;1;0;0;1;3
4702;0;1;1;1;1;0;1;0;5
4703;0;1;1;1;1;0;1;1;6
4704;0;1;0;1;1;0;1;1;5
4705;0;0;0;0;0;0;0;0;0
4706;0;0;0;0;0;0;0;0;0
4707;0;0;0;0;0;0;0;0;0
4708;0;0;0;0;0;0;0;0;0
4709;0;0;0;0;0;0;0;0;0
4710;0;1;1;0;1;0;0;0;3
4711;0;1;1;0;1;0;0;0;3
4712;0;1;0;1;0;0;1;0;3
4713;0;1;1;0;1;0;0;0;3
4714;0;1;1;1;1;0;1;1;6
4715;0;1;1;0;1;0;0;0;3
4716;0;1;1;1;1;0;1;0;5
4717;0;1;0;0;1;0;0;0;2
4718;0;0;0;0;0;0;0;0;0
4719;0;1;1;0;1;0;0;0;3
4720;0;0;0;0;0;0;0;0;0
4721;0;1;0;1;0;0;0;1;3
4722;0;1;0;0;1;0;0;0;2
4723;0;1;0;0;1;0;0;0;2
4724;0;1;0;0;1;0;0;0;2
4725;0;1;0;1;0;0;1;1;4
4726;0;1;0;0;1;0;0;1;3
4727;0;1;0;1;1;0;1;1;5
4728;0;1;0;0;0;0;0;1;2
4729;0;1;0;1;0;0;1;1;4
4730;0;0;0;0;0;0;0;0;0
4731;0;0;0;0;0;0;0;0;0
4732;0;1;0;1;0;0;1;0;3
4733;0;1;0;0;1;0;0;0;2
4734;0;1;0;0;1;0;0;0;2
4735;0;1;0;1;1;0;1;0;4
4736;0;1;0;0;1;0;0;0;2
4737;0;1;0;0;1;0;0;0;2
4738;0;1;0;0;1;0;0;0;2
4739;0;1;0;0;1;0;0;0;2
4740;0;0;0;0;0;0;0;0;0
4741;0;1;0;1;1;0;1;0;4
4742;0;0;0;0;0;0;0;0;0
4743;0;1;0;1;1;0;1;0;4
4744;0;1;0;0;1;0;0;0;2
4745;0;1;0;1;0;0;1;0;3
4746;0;0;0;0;0;0;0;0;0
4747;0;1;0;1;0;0;1;0;3
4748;0;0;0;0;0;0;0;0;0
4749;0;1;0;0;1;0;0;0;2
4750;0;1;0;1;0;0;1;1;4
4751;0;0;0;0;0;0;0;0;0
4752;0;1;0;1;1;0;1;1;5
4753;0;0;0;0;0;0;0;0;0
4754;0;1;1;0;1;0;0;0;3
4755;0;1;1;0;1;0;0;0;3
4756;0;1;1;0;1;0;0;0;3
4757;0;1;0;0;1;0;0;0;2
4758;0;1;0;0;1;0;0;0;2
4759;0;1;1;1;1;0;1;1;6
4760;0;1;1;1;1;0;1;1;6
4761;0;0;0;0;0;0;0;0;0
4762;0;1;0;1;1;0;0;1;4
4763;0;1;0;1;1;0;0;1;4
4764;0;1;1;1;1;0;1;1;6
4765;0;1;0;1;1;0;1;1;5
4766;0;1;0;0;1;0;0;0;2
4767;0;1;1;1;1;0;1;0;5
4768;0;1;0;0;1;0;0;0;2
4769;0;1;0;1;1;0;0;1;4
4770;0;1;0;1;0;0;0;1;3
4771;0;0;0;0;0;0;0;0;0
4772;0;1;0;1;1;0;1;1;5
4773;0;1;0;0;1;0;0;0;2
4774;0;1;1;1;1;0;1;1;6
4775;0;1;0;1;1;0;1;1;5
4776;0;1;0;1;1;0;1;0;4
4777;0;1;0;0;1;0;1;0;3
4778;0;1;0;1;0;0;1;0;3
4779;0;1;1;1;1;0;1;1;6
4780;0;1;0;1;1;0;1;1;5
4781;0;1;0;0;1;0;1;0;3
4782;0;1;1;1;1;0;1;1;6
4783;0;1;1;0;1;0;1;0;4
4784;0;1;0;1;1;0;1;1;5
4785;0;1;0;0;1;0;1;0;3
4786;0;1;1;1;1;0;1;1;6
4787;0;1;1;1;1;0;1;0;5
4788;0;1;1;1;1;0;1;1;6
4789;0;1;1;1;1;0;1;0;5
4790;0;1;0;1;1;0;1;1;5
4791;0;1;0;1;0;0;0;1;3
4792;0;1;1;1;1;0;1;0;5
4793;0;1;1;0;1;0;1;1;5
4794;0;1;1;0;1;0;1;0;4
4795;0;1;0;0;0;0;0;1;2
4796;0;1;0;1;1;0;1;0;4
4797;0;1;0;1;1;0;1;1;5
4798;1;1;0;0;1;0;1;1;5
4799;0;1;1;0;1;0;1;0;4
4800;0;1;1;1;0;0;1;1;5
4801;0;0;0;0;0;0;0;0;0
4802;0;0;0;0;0;0;0;0;0
4803;0;0;0;0;0;0;0;0;0
4804;0;0;0;0;0;0;0;0;0
4805;0;1;1;0;1;0;0;0;3
4806;0;1;1;0;1;0;0;0;3
4807;0;1;1;0;1;0;0;0;3
4808;0;1;1;0;1;0;0;0;3
4809;0;1;0;1;0;0;1;0;3
4810;0;1;1;0;1;0;0;0;3
4811;0;1;1;0;1;0;0;0;3
4812;0;1;1;1;1;0;1;1;6
4813;0;1;1;1;1;0;0;1;5
4814;0;1;1;0;1;0;0;0;3
4815;0;1;1;0;1;0;0;0;3
4816;0;1;0;1;0;0;0;1;3
4817;0;1;0;1;0;0;0;1;3
4818;0;0;0;0;0;0;0;0;0
4819;0;1;0;0;0;0;0;1;2
4820;0;1;0;1;1;0;0;1;4
4821;0;1;0;1;1;0;1;1;5
4822;0;1;0;0;1;0;0;1;3
4823;0;1;0;1;0;0;1;1;4
4824;0;1;0;1;0;0;1;1;4
4825;0;1;0;1;1;0;1;1;5
4826;0;1;0;0;0;0;1;1;3
4827;0;1;0;1;1;0;1;0;4
4828;0;1;0;0;1;0;0;0;2
4829;0;1;0;1;0;0;1;0;3
4830;0;1;0;1;1;0;1;0;4
4831;0;1;0;0;1;0;0;0;2
4832;0;1;0;0;1;0;0;0;2
4833;0;0;0;0;0;0;0;0;0
4834;0;1;0;0;1;0;0;0;2
4835;0;1;0;1;0;0;1;0;3
4836;0;1;0;1;1;0;1;0;4
4837;0;1;0;0;1;0;0;0;2
4838;0;0;0;0;0;0;0;0;0
4839;0;1;0;0;1;0;0;0;2
4840;0;0;0;0;0;0;0;0;0
4841;0;0;0;0;0;0;0;0;0
4842;0;1;0;0;1;0;0;0;2
4843;0;0;0;0;0;0;0;0;0
4844;0;0;0;0;0;0;0;0;0
4845;0;1;0;1;1;0;1;0;4
4846;0;1;0;0;1;0;0;0;2
4847;0;1;0;0;1;0;0;0;2
4848;0;0;0;0;0;0;0;0;0
4849;0;0;0;0;0;0;0;0;0
4850;0;0;0;0;0;0;0;0;0
4851;0;0;0;0;0;0;0;0;0
4852;0;1;1;1;1;0;1;1;6
4853;0;1;1;0;1;0;0;0;3
4854;0;1;0;0;1;0;0;0;2
4855;0;1;1;0;1;0;0;0;3
4856;0;1;0;1;0;0;1;0;3
4857;0;1;0;1;0;0;1;0;3
4858;0;1;0;1;0;0;1;1;4
4859;0;1;0;0;1;0;0;0;2
4860;0;1;1;0;1;0;0;0;3
4861;0;1;1;1;1;0;1;1;6
4862;0;1;1;1;1;0;1;0;5
4863;0;1;1;1;1;0;1;1;6
4864;0;1;0;1;1;0;1;0;4
4865;0;1;0;1;1;0;1;0;4
4866;0;1;1;0;1;0;0;0;3
4867;0;1;1;1;1;0;0;1;5
4868;0;1;0;1;1;0;0;1;4
4869;0;1;0;0;1;0;0;0;2
4870;0;1;1;0;1;0;0;0;3
4871;0;1;1;1;1;0;1;1;6
4872;0;1;1;1;1;0;0;1;5
4873;0;1;1;0;1;0;0;0;3
4874;0;1;1;0;1;0;0;0;3
4875;0;1;0;1;1;0;0;1;4
4876;0;1;0;0;1;0;1;0;3
4877;0;1;1;0;1;0;1;0;4
4878;0;1;1;1;1;0;0;1;5
4879;0;1;1;1;1;0;1;0;5
4880;0;1;1;0;1;0;1;0;4
4881;0;1;0;1;1;0;1;0;4
4882;0;1;1;1;1;0;1;1;6
4883;0;1;1;1;1;0;1;1;6
4884;0;1;1;0;1;0;1;0;4
4885;0;1;1;0;1;0;1;0;4
4886;0;1;1;0;1;0;1;0;4
4887;0;1;1;1;1;0;1;1;6
4888;0;1;0;1;1;0;1;0;4
4889;0;1;0;1;1;0;1;0;4
4890;0;1;1;1;1;0;1;0;5
4891;0;1;1;1;1;0;1;1;6
4892;0;1;0;1;1;0;1;1;5
4893;0;1;0;0;1;0;1;1;4
4894;0;1;0;1;0;0;1;1;4
4895;0;1;0;1;1;0;1;1;5
4896;0;1;0;1;1;0;1;1;5
4897;1;1;0;0;1;0;1;1;5
4898;0;1;0;1;1;0;1;0;4
4899;0;1;0;0;1;0;1;1;4
4900;0;1;1;1;1;0;1;1;6
4901;1;1;0;1;1;0;1;1;6
4902;0;1;0;0;0;0;1;1;3
4903;0;0;0;0;0;0;0;0;0
4904;0;0;0;0;0;0;0;0;0
4905;0;1;1;0;1;0;0;0;3
4906;0;1;1;0;1;0;0;0;3
4907;0;1;1;0;1;0;0;0;3
4908;0;0;0;0;0;0;0;0;0
4909;0;0;0;0;0;0;0;0;0
4910;0;1;1;0;1;0;0;0;3
4911;0;1;1;0;1;0;0;0;3
4912;0;1;0;1;0;0;1;0;3
4913;0;1;1;1;1;0;1;1;6
4914;0;1;1;0;1;0;0;0;3
4915;0;1;0;1;1;0;1;0;4
4916;0;1;0;0;1;0;0;0;2
4917;0;1;0;1;1;0;0;1;4
4918;0;1;0;1;1;0;1;1;5
4919;0;1;0;0;0;0;0;1;2
4920;0;1;0;1;1;0;1;1;5
4921;0;1;0;0;0;0;0;1;2
4922;0;1;0;1;1;0;1;1;5
4923;0;1;0;1;1;0;1;1;5
4924;0;1;0;0;1;0;0;0;2
4925;0;1;0;0;1;0;0;1;3
4926;0;1;0;1;0;0;1;1;4
4927;0;1;0;0;1;0;0;0;2
4928;0;0;0;0;0;0;0;0;0
4929;0;0;0;0;0;0;0;0;0
4930;0;1;0;0;1;0;0;0;2
4931;0;0;0;0;0;0;0;0;0
4932;0;0;0;0;0;0;0;0;0
4933;0;1;0;1;1;0;1;0;4
4934;0;1;0;0;1;0;0;0;2
4935;0;1;0;0;1;0;0;0;2
4936;0;1;0;0;1;0;0;0;2
4937;0;0;0;0;0;0;0;0;0
4938;0;1;0;1;0;0;1;0;3
4939;0;0;0;0;0;0;0;0;0
4940;0;0;0;0;0;0;0;0;0
4941;0;1;0;0;1;0;0;0;2
4942;0;1;0;1;1;0;1;0;4
4943;0;1;0;1;0;0;1;0;3
4944;0;0;0;0;0;0;0;0;0
4945;0;1;0;0;1;0;0;0;2
4946;0;0;0;0;0;0;0;0;0
4947;0;1;0;1;1;0;1;0;4
4948;0;0;0;0;0;0;0;0;0
4949;0;1;0;0;1;0;0;0;2
4950;0;1;0;1;0;0;1;0;3
4951;0;1;0;1;0;0;1;0;3
4952;0;1;0;1;0;0;1;0;3
4953;0;1;0;1;1;0;1;0;4
4954;0;1;1;0;1;0;0;0;3
4955;0;1;0;1;1;0;1;0;4
4956;0;0;0;0;0;0;0;0;0
4957;0;1;0;1;0;0;1;0;3
4958;0;1;1;1;1;0;1;0;5
4959;0;1;1;1;1;0;1;0;5
4960;0;1;0;0;1;0;0;0;2
4961;0;0;0;0;0;0;0;0;0
4962;0;1;0;1;0;0;1;0;3
4963;0;1;0;0;1;0;0;0;2
4964;0;1;0;1;1;0;1;1;5
4965;0;1;1;1;1;0;1;1;6
4966;0;1;1;1;1;0;1;0;5
4967;0;0;0;0;0;0;0;0;0
4968;0;1;1;0;1;0;0;0;3
4969;0;1;1;0;1;0;0;0;3
4970;0;1;1;0;1;0;0;0;3
4971;0;1;1;1;1;0;0;1;5
4972;0;1;0;1;1;0;1;0;4
4973;0;0;0;0;0;0;0;0;0
4974;0;1;0;1;0;0;1;1;4
4975;0;1;0;1;1;0;0;1;4
4976;0;1;0;1;1;0;1;0;4
4977;0;1;1;1;1;0;1;1;6
4978;0;1;0;1;0;0;1;1;4
4979;0;1;1;1;1;0;1;0;5
4980;0;1;1;0;1;0;1;0;4
4981;0;1;0;1;1;0;1;0;4
4982;0;1;0;1;1;0;1;1;5
4983;0;1;1;0;1;0;1;0;4
4984;0;1;1;1;1;0;1;1;6
4985;0;1;1;0;1;0;1;0;4
4986;0;1;1;0;0;0;1;0;3
4987;0;1;0;1;1;0;1;0;4
4988;0;1;0;1;1;0;0;1;4
4989;0;1;1;1;1;0;1;1;6
4990;0;1;1;1;1;0;1;0;5
4991;0;1;1;1;1;0;1;1;6
4992;0;1;1;0;1;0;1;1;5
4993;0;1;1;1;1;0;1;0;5
4994;0;1;0;0;1;0;1;1;4
4995;1;1;0;1;1;0;1;1;6
4996;1;1;1;1;1;0;1;1;7
4997;1;1;1;0;1;0;1;1;6
4998;1;1;0;0;1;0;0;1;4
4999;0;1;0;1;1;0;1;1;5
5000;1;1;0;1;1;0;0;1;5
5001;1;1;0;0;1;0;1;1;5
5002;0;1;0;0;0;0;1;0;2
5003;0;1;1;0;0;0;1;1;4
5004;0;1;1;1;0;0;1;1;5
5005;0;0;0;0;0;0;0;0;0
5006;0;0;0;0;0;0;0;0;0
5007;0;0;0;0;0;0;0;0;0
5008;0;0;0;0;0;0;0;0;0
5009;0;0;0;0;0;0;0;0;0
5010;0;0;0;0;0;0;0;0;0
5011;0;0;0;0;0;0;0;0;0
5012;0;0;0;0;0;0;0;0;0
5013;0;1;0;1;0;0;1;0;3
5014;0;1;1;0;1;0;0;0;3
5015;0;1;1;1;1;0;1;0;5
5016;0;0;0;0;0;0;0;0;0
5017;0;1;1;1;1;0;1;0;5
5018;0;0;0;0;0;0;0;0;0
5019;0;0;0;0;0;0;0;0;0
5020;0;1;0;1;0;0;1;1;4
5021;0;1;0;1;0;0;1;1;4
5022;0;0;0;0;0;0;0;0;0
5023;0;1;0;1;0;0;1;0;3
5024;0;1;0;1;0;0;0;1;3
5025;0;0;0;0;0;0;0;0;0
5026;0;0;0;0;0;0;0;0;0
5027;0;0;0;0;0;0;0;0;0
5028;0;1;0;0;1;0;0;1;3
5029;0;1;0;0;1;0;0;0;2
5030;0;1;0;1;0;0;1;0;3
5031;0;1;0;1;1;0;1;0;4
5032;0;1;0;1;0;0;1;0;3
5033;0;0;0;0;0;0;0;0;0
5034;0;0;0;0;0;0;0;0;0
5035;0;1;0;0;1;0;0;0;2
5036;0;1;0;1;0;0;1;0;3
5037;0;0;0;0;0;0;0;0;0
5038;0;1;0;0;1;0;0;0;2
5039;0;1;0;0;1;0;0;0;2
5040;0;1;0;0;1;0;0;0;2
5041;0;1;0;0;1;0;0;0;2
5042;0;1;0;1;0;0;1;0;3
5043;0;1;0;0;1;0;0;0;2
5044;0;1;0;0;1;0;0;0;2
5045;0;1;0;1;1;0;1;0;4
5046;0;0;0;0;0;0;0;0;0
5047;0;1;0;1;0;0;1;0;3
5048;0;1;0;1;1;0;1;0;4
5049;0;1;0;1;1;0;1;0;4
5050;0;0;0;0;0;0;0;0;0
5051;0;1;0;1;1;0;1;0;4
5052;0;1;0;0;1;0;0;0;2
5053;0;1;0;0;1;0;0;0;2
5054;0;1;0;1;1;0;1;0;4
5055;0;1;0;0;1;0;0;0;2
5056;0;0;0;0;0;0;0;0;0
5057;0;1;0;0;1;0;0;0;2
5058;0;0;0;0;0;0;0;0;0
5059;0;1;0;1;1;0;1;0;4
5060;0;1;0;1;0;0;1;0;3
5061;0;1;0;0;1;0;0;0;2
5062;0;1;1;0;1;0;0;0;3
5063;0;1;1;0;1;0;0;0;3
5064;0;1;0;0;1;0;0;0;2
5065;0;1;1;1;1;0;0;1;5
5066;0;1;0;1;0;0;1;0;3
5067;0;1;1;1;1;0;0;1;5
5068;0;1;0;0;1;0;0;0;2
5069;0;0;0;0;0;0;0;0;0
5070;0;1;1;1;1;0;1;0;5
5071;0;1;1;1;1;0;0;1;5
5072;0;1;0;1;0;0;1;1;4
5073;0;1;0;1;0;0;0;1;3
5074;0;1;0;1;0;0;1;0;3
5075;0;1;0;1;1;0;1;1;5
5076;0;1;0;1;1;0;1;0;4
5077;0;1;0;1;0;0;1;0;3
5078;0;1;0;1;0;0;1;0;3
5079;0;1;0;0;1;0;0;0;2
5080;0;1;0;1;1;0;0;1;4
5081;0;1;0;1;0;0;1;0;3
5082;0;1;1;0;1;0;0;0;3
5083;0;0;0;0;0;0;0;0;0
5084;0;1;1;1;1;0;0;1;5
5085;0;1;1;0;1;0;1;0;4
5086;0;1;0;1;0;0;1;1;4
5087;0;1;0;1;1;0;1;1;5
5088;0;1;1;0;1;0;1;0;4
5089;0;1;1;0;1;0;1;0;4
5090;0;1;0;0;1;0;1;0;3
5091;0;1;1;1;1;0;1;0;5
5092;0;1;0;0;1;0;0;0;2
5093;0;1;1;1;1;0;1;1;6
5094;0;1;1;1;1;0;0;1;5
5095;0;1;1;0;1;0;1;1;5
5096;0;1;1;1;1;0;1;1;6
5097;0;1;1;0;0;0;1;1;4
5098;0;1;1;0;1;0;1;0;4
5099;1;1;1;1;1;0;1;0;6
5100;0;1;0;1;1;0;1;1;5
5101;0;1;0;1;1;0;0;1;4
5102;0;1;1;1;1;0;1;1;6
5103;0;1;1;0;1;0;1;0;4
5104;1;1;1;1;1;0;1;1;7
5105;1;1;0;0;1;0;0;0;3
5106;0;1;0;1;1;0;1;1;5
5107;0;1;1;1;1;0;1;1;6
5108;0;1;0;1;1;0;1;1;5
5109;1;1;1;1;1;0;1;1;7
5110;0;1;1;0;1;0;1;1;5
5111;1;1;0;0;1;0;1;1;5
5112;1;1;1;1;1;0;1;1;7
5113;0;1;0;1;1;0;1;1;5
5114;0;1;1;0;0;0;1;1;4
5115;0;0;0;0;0;0;0;0;0
5116;0;0;0;0;0;0;0;0;0
5117;0;0;0;0;0;0;0;0;0
5118;0;0;0;0;0;0;0;0;0
5119;0;0;0;0;0;0;0;0;0
5120;0;0;0;0;0;0;0;0;0
5121;0;0;0;0;0;0;0;0;0
5122;0;0;0;0;0;0;0;0;0
5123;0;1;1;0;1;0;0;0;3
5124;0;0;0;0;0;0;0;0;0
5125;0;1;1;0;1;0;0;0;3
5126;0;1;1;0;1;0;0;0;3
5127;0;0;0;0;0;0;0;0;0
5128;0;1;1;0;1;0;0;0;3
5129;0;1;1;0;1;0;0;0;3
5130;0;1;0;1;0;0;1;0;3
5131;0;0;0;0;0;0;0;0;0
5132;0;1;0;1;0;0;0;1;3
5133;0;0;0;0;0;0;0;0;0
5134;0;0;0;0;0;0;0;0;0
5135;0;1;0;1;0;0;1;0;3
5136;0;0;0;0;0;0;0;0;0
5137;0;1;0;1;0;0;1;0;3
5138;0;1;0;1;0;0;0;1;3
5139;0;1;0;1;0;0;0;1;3
5140;0;0;0;0;0;0;0;0;0
5141;0;0;0;0;0;0;0;0;0
5142;0;1;0;1;0;0;1;0;3
5143;0;0;0;0;0;0;0;0;0
5144;0;0;0;0;0;0;0;0;0
5145;0;0;0;0;0;0;0;0;0
5146;0;1;0;1;0;0;1;0;3
5147;0;0;0;0;0;0;0;0;0
5148;0;0;0;0;0;0;0;0;0
5149;0;0;0;0;0;0;0;0;0
5150;0;1;0;1;0;0;1;0;3
5151;0;1;0;1;0;0;1;0;3
5152;0;1;0;0;1;0;0;0;2
5153;0;1;0;0;1;0;0;0;2
5154;0;1;0;0;1;0;0;0;2
5155;0;1;0;0;1;0;0;0;2
5156;0;1;0;1;1;0;1;0;4
5157;0;1;0;1;1;0;1;0;4
5158;0;1;0;1;0;0;1;0;3
5159;0;1;0;1;0;0;1;0;3
5160;0;1;0;1;1;0;1;0;4
5161;0;1;0;1;1;0;1;0;4
5162;0;0;0;0;0;0;0;0;0
5163;0;1;0;1;0;0;1;0;3
5164;0;1;0;0;1;0;0;0;2
5165;0;1;0;0;1;0;0;0;2
5166;0;1;0;1;1;0;1;0;4
5167;0;1;0;1;0;0;1;0;3
5168;0;0;0;0;0;0;0;0;0
5169;0;1;0;0;1;0;0;0;2
5170;0;1;0;1;1;0;1;0;4
5171;0;0;0;0;0;0;0;0;0
5172;0;1;0;0;1;0;0;0;2
5173;0;1;0;1;1;0;1;0;4
5174;0;0;0;0;0;0;0;0;0
5175;0;1;1;0;1;0;0;0;3
5176;0;0;0;0;0;0;0;0;0
5177;0;1;1;1;1;0;0;1;5
5178;0;1;1;0;1;0;0;0;3
5179;0;1;1;1;1;0;0;1;5
5180;0;1;0;0;1;0;0;0;2
5181;0;0;0;0;0;0;0;0;0
5182;0;1;0;1;1;0;1;0;4
5183;0;1;0;1;1;0;1;0;4
5184;0;0;0;0;0;0;0;0;0
5185;0;1;0;1;0;0;1;1;4
5186;0;0;0;0;0;0;0;0;0
5187;0;1;0;1;1;0;1;0;4
5188;0;1;0;1;0;0;0;1;3
5189;0;1;0;0;1;0;0;0;2
5190;0;1;0;1;0;0;0;1;3
5191;0;1;0;0;1;0;0;0;2
5192;0;1;0;0;1;0;0;0;2
5193;0;0;0;0;0;0;0;0;0
5194;0;0;0;0;0;0;0;0;0
5195;0;1;0;0;1;0;0;0;2
5196;0;1;1;1;1;0;0;1;5
5197;0;1;0;1;1;0;1;1;5
5198;0;1;0;0;1;0;1;0;3
5199;0;1;1;1;1;0;1;0;5
5200;0;1;0;0;1;0;1;0;3
5201;0;1;0;1;0;0;0;1;3
5202;0;1;1;0;1;0;1;0;4
5203;0;1;1;0;1;0;0;0;3
5204;0;1;1;1;1;0;1;0;5
5205;0;1;0;1;1;0;1;1;5
5206;0;1;1;1;1;0;1;1;6
5207;0;1;0;1;1;0;1;1;5
5208;0;1;0;1;1;0;1;1;5
5209;0;1;0;1;1;0;1;1;5
5210;1;1;0;0;1;0;1;1;5
5211;1;1;1;1;1;0;1;1;7
5212;1;1;1;0;1;0;1;1;6
5213;1;1;0;0;1;0;1;1;5
5214;1;1;1;1;1;0;1;1;7
5215;1;1;0;0;1;0;0;1;4
5216;0;1;0;1;1;0;1;0;4
5217;1;1;1;1;1;0;1;1;7
5218;1;1;1;1;1;0;1;1;7
5219;0;1;0;1;1;0;0;1;4
5220;1;1;1;1;1;0;1;1;7
5221;1;1;0;1;1;0;1;1;6
5222;1;1;1;0;1;0;1;1;6
5223;1;1;1;0;1;0;1;1;6
5224;1;1;1;0;1;0;1;0;5
5225;0;1;0;0;0;0;1;0;2
5226;0;1;0;1;0;0;1;0;3
5227;0;1;0;1;0;0;1;0;3
5228;0;0;0;0;0;0;0;0;0
5229;0;0;0;0;0;0;0;0;0
5230;0;0;0;0;0;0;0;0;0
5231;0;0;0;0;0;0;0;0;0
5232;0;0;0;0;0;0;0;0;0
5233;0;0;0;0;0;0;0;0;0
5234;0;0;0;0;0;0;0;0;0
5235;0;1;1;0;1;0;0;0;3
5236;0;1;1;0;1;0;0;0;3
5237;0;0;0;0;0;0;0;0;0
5238;0;1;0;1;0;0;1;0;3
5239;0;1;1;0;1;0;0;0;3
5240;0;1;0;1;0;0;1;0;3
5241;0;1;0;1;0;0;1;0;3
5242;0;1;1;0;1;0;0;0;3
5243;0;1;0;1;0;0;1;0;3
5244;0;1;0;1;0;0;1;0;3
5245;0;1;0;1;0;0;1;0;3
5246;0;1;0;1;0;0;1;0;3
5247;0;0;0;0;0;0;0;0;0
5248;0;0;0;0;0;0;0;0;0
5249;0;0;0;0;0;0;0;0;0
5250;0;0;0;0;0;0;0;0;0
5251;0;0;0;0;0;0;0;0;0
5252;0;1;0;1;0;0;1;0;3
5253;0;0;0;0;0;0;0;0;0
5254;0;0;0;0;0;0;0;0;0
5255;0;0;0;0;0;0;0;0;0
5256;0;0;0;0;0;0;0;0;0
5257;0;0;0;0;0;0;0;0;0
5258;0;1;0;1;0;0;1;0;3
5259;0;1;0;1;0;0;1;0;3
5260;0;1;0;1;0;0;1;0;3
5261;0;0;0;0;0;0;0;0;0
5262;0;0;0;0;0;0;0;0;0
5263;0;0;0;0;0;0;0;0;0
5264;0;0;0;0;0;0;0;0;0
5265;0;0;0;0;0;0;0;0;0
5266;0;0;0;0;0;0;0;0;0
5267;0;1;0;1;0;0;1;0;3
5268;0;1;0;1;0;0;1;0;3
5269;0;0;0;0;0;0;0;0;0
5270;0;0;0;0;0;0;0;0;0
5271;0;0;0;0;0;0;0;0;0
5272;0;0;0;0;0;0;0;0;0
5273;0;1;0;0;1;0;0;0;2
5274;0;1;0;1;1;0;1;0;4
5275;0;0;0;0;0;0;0;0;0
5276;0;0;0;0;0;0;0;0;0
5277;0;0;0;0;0;0;0;0;0
5278;0;1;0;0;1;0;0;0;2
5279;0;1;0;0;1;0;0;0;2
5280;0;1;0;1;1;0;1;0;4
5281;0;0;0;0;0;0;0;0;0
5282;0;1;0;1;0;0;1;0;3
5283;0;1;0;1;0;0;1;0;3
5284;0;1;0;0;1;0;0;0;2
5285;0;0;0;0;0;0;0;0;0
5286;0;1;0;1;1;0;1;0;4
5287;0;1;0;1;0;0;1;0;3
5288;0;1;0;0;1;0;0;0;2
5289;0;0;0;0;0;0;0;0;0
5290;0;1;0;1;1;0;1;0;4
5291;0;1;0;0;1;0;0;0;2
5292;0;1;0;0;1;0;0;0;2
5293;0;0;0;0;0;0;0;0;0
5294;0;1;0;0;1;0;0;0;2
5295;0;0;0;0;0;0;0;0;0
5296;0;1;0;1;0;0;1;1;4
5297;0;1;0;0;1;0;0;0;2
5298;0;1;0;0;1;0;0;0;2
5299;0;1;0;1;0;0;1;0;3
5300;0;1;0;1;0;0;1;0;3
5301;0;1;0;0;1;0;0;0;2
5302;0;0;0;0;0;0;0;0;0
5303;0;1;0;0;1;0;0;0;2
5304;0;1;0;1;0;0;0;1;3
5305;0;1;0;1;0;0;1;0;3
5306;0;1;0;0;1;0;0;0;2
5307;0;1;0;1;0;0;1;0;3
5308;0;1;0;1;1;0;0;1;4
5309;0;0;0;0;0;0;0;0;0
5310;0;1;0;0;1;0;0;0;2
5311;0;1;0;1;1;0;1;0;4
5312;0;1;0;0;1;0;0;0;2
5313;0;1;0;1;1;0;1;1;5
5314;0;1;0;0;1;0;1;0;3
5315;0;1;1;1;1;0;1;1;6
5316;0;1;1;0;1;0;1;0;4
5317;0;1;0;1;1;0;0;1;4
5318;0;1;0;1;1;0;1;0;4
5319;0;1;0;1;1;0;1;1;5
5320;0;1;0;1;1;0;1;1;5
5321;0;1;0;1;1;0;1;1;5
5322;0;1;0;1;1;0;1;1;5
5323;0;1;0;1;1;0;1;0;4
5324;0;1;0;0;1;0;0;1;3
5325;0;1;0;1;1;0;1;1;5
5326;0;1;1;1;1;0;1;1;6
5327;0;1;0;0;1;0;1;1;4
5328;1;1;0;1;1;0;1;1;6
5329;0;1;0;1;1;0;1;1;5
5330;1;1;0;0;1;0;1;1;5
5331;1;1;0;1;1;0;1;1;6
5332;0;1;1;0;1;0;1;1;5
5333;0;1;1;0;1;0;1;1;5
5334;0;1;1;0;1;0;1;1;5
5335;1;1;0;0;1;0;1;0;4
5336;0;1;1;1;1;0;1;1;6
5337;0;1;1;0;1;0;1;1;5
5338;1;1;0;0;1;0;1;1;5
